location;date;trend
Spain;2020-01-12;#HalaMadrid
Spain;2020-01-12;Javy
Spain;2020-01-12;Gerard
Spain;2020-01-12;Valverde
Spain;2020-01-12;#TdelDescuentoEstreno
Spain;2020-01-12;#OTGala0
Spain;2020-01-12;#MonbebeByJoohoneySide
Spain;2020-01-12;#VamosRafa
Spain;2020-01-12;#GobiernoDeEspaña
Spain;2020-01-12;#JIMIN세계가_탐내는_남자
Spain;2020-01-12;#Socialité300
Spain;2020-01-12;#ResultadoAEA
Spain;2020-01-12;Ivern
Spain;2020-01-12;calleri
Spain;2020-01-12;Castalia
Spain;2020-01-12;Novak
Spain;2020-01-12;Gaku
Spain;2020-01-12;Luis Ruiz
Spain;2020-01-12;melendo
Spain;2020-01-12;ryze
Spain;2020-01-12;Quique Setién
Spain;2020-01-12;Yuumi
Spain;2020-01-12;Malphite
Spain;2020-01-12;Watford
Spain;2020-01-12;Barcelona
Spain;2020-01-12;Bilbao
Spain;2020-01-12;Las Palmas
Spain;2020-01-12;Madrid
Spain;2020-01-12;Malaga
Spain;2020-01-12;Murcia
Spain;2020-01-12;Palma
Spain;2020-01-12;Seville
Spain;2020-01-12;Valencia
Spain;2020-01-12;Zaragoza
Spain;2020-01-13;#ThankYouBigHit
Spain;2020-01-13;#zapeando1532
Spain;2020-01-13;#REALEMF20
Spain;2020-01-13;#JusticiaPolitizada
Spain;2020-01-13;#Luimelia
Spain;2020-01-13;#GobiernoARV
Spain;2020-01-13;#NoPuedenEsperar
Spain;2020-01-13;#TodoEsMentira13E
Spain;2020-01-13;Puertollano
Spain;2020-01-13;Iglesias y Garzón
Spain;2020-01-13;Boti García Rodrigo
Spain;2020-01-13;Lupita
Spain;2020-01-13;pablo lópez
Spain;2020-01-13;Mejor Actor
Spain;2020-01-13;Le Mans
Spain;2020-01-13;Anne y Flavio
Spain;2020-01-13;Saoirse Ronan
Spain;2020-01-13;javy y samantha
Spain;2020-01-13;Rocketman
Spain;2020-01-13;Hugo y Rafa
Spain;2020-01-13;sinmigo
Spain;2020-01-13;Main vs Face
Spain;2020-01-13;Good As Hell
Spain;2020-01-13;Jesús y Eli
Spain;2020-01-13;the irishman
Spain;2020-01-13;mejor película
Spain;2020-01-13;Florence Pugh
Spain;2020-01-13;little talks
Spain;2020-01-13;Sabin Merino
Spain;2020-01-13;Delgado
Spain;2020-01-13;Instituto de la Mujer
Spain;2020-01-13;Black Panther
Spain;2020-01-13;Taron Egerton
Spain;2020-01-13;Toy Story 4
Spain;2020-01-13;Stray Kids
Spain;2020-01-13;#OurHappinessKAI
Spain;2020-01-13;Greta Gerwig
Spain;2020-01-13;todd phillips
Spain;2020-01-13;Jojo Rabbit
Spain;2020-01-13;#CONNECT_BTS
Spain;2020-01-13;Flavio y Anne
Spain;2020-01-13;Mariló Montero
Spain;2020-01-13;Parasite
Spain;2020-01-13;#TdelDescuento13E
Spain;2020-01-13;Endgame
Spain;2020-01-13;Antonio Banderas
Spain;2020-01-13;Joker
Spain;2020-01-13;#OscarNoms
Spain;2020-01-13;#OTDirecto13E
Spain;2020-01-13;#HercaiNova12Ene
Spain;2020-01-13;Barcelona
Spain;2020-01-13;Bilbao
Spain;2020-01-13;Las Palmas
Spain;2020-01-13;Madrid
Spain;2020-01-13;Malaga
Spain;2020-01-13;Murcia
Spain;2020-01-13;Palma
Spain;2020-01-13;Seville
Spain;2020-01-13;Valencia
Spain;2020-01-13;Zaragoza
Spain;2020-01-14;#EuroligaDAZN
Spain;2020-01-14;#GalaDEE
Spain;2020-01-14;#HBDtoHYUNGWON
Spain;2020-01-14;#anaguerraodeón
Spain;2020-01-14;#LasPalmasRealZaragoza
Spain;2020-01-14;#DakarE3
Spain;2020-01-14;#HISPANOSRTVE14E
Spain;2020-01-14;#JennieDeservesBetter
Spain;2020-01-14;#FaziletNova14Ene
Spain;2020-01-14;#LoPrimeroElPueblo
Spain;2020-01-14;#YoVeoSálvame
Spain;2020-01-14;#DemiIsComing
Spain;2020-01-14;#SportingElche
Spain;2020-01-14;#LaIslaDeLasTentaciones2
Spain;2020-01-14;#TDeDescuento14E
Spain;2020-01-14;#MyPSYear2019
Spain;2020-01-14;La RFEF
Spain;2020-01-14;Tavares
Spain;2020-01-14;Isabel San Sebastián
Spain;2020-01-14;JEMAD
Spain;2020-01-14;Chivite
Spain;2020-01-14;Álvaro Jiménez
Spain;2020-01-14;jueves 23
Spain;2020-01-14;Nemesis
Spain;2020-01-14;Pacheta
Spain;2020-01-14;Maccabi
Spain;2020-01-14;Juanpi
Spain;2020-01-14;Antoñín
Spain;2020-01-14;Khimki
Spain;2020-01-14;Ramis
Spain;2020-01-14;Blanquerna
Spain;2020-01-14;Rafa Mora
Spain;2020-01-14;Protección Civil
Spain;2020-01-14;Fernando Vidal
Spain;2020-01-14;Ánimo Felipe
Spain;2020-01-14;BASF
Spain;2020-01-14;Moscú
Spain;2020-01-14;Llull
Spain;2020-01-14;Weverse
Spain;2020-01-14;Felp
Spain;2020-01-14;cska
Spain;2020-01-14;#VenACenar14E
Spain;2020-01-14;JxCat
Spain;2020-01-14;#TeAlquilo14E
Spain;2020-01-14;#PortfolioDay
Spain;2020-01-14;Sett
Spain;2020-01-14;#FirstDates14E
Spain;2020-01-14;Jofrillos
Spain;2020-01-14;#IglesiasA3N
Spain;2020-01-14;Tarragona
Spain;2020-01-14;Barcelona
Spain;2020-01-14;Bilbao
Spain;2020-01-14;Las Palmas
Spain;2020-01-14;Madrid
Spain;2020-01-14;Malaga
Spain;2020-01-14;Murcia
Spain;2020-01-14;Palma
Spain;2020-01-14;Seville
Spain;2020-01-14;Valencia
Spain;2020-01-14;Zaragoza
Spain;2020-01-15;#DoğduğunEv
Spain;2020-01-15;#ElIntermedio
Spain;2020-01-15;#octopusfestival
Spain;2020-01-15;#HuescaTenerife
Spain;2020-01-15;#AlwayswithEXO
Spain;2020-01-15;#ChileBirratour
Spain;2020-01-15;#OTDirecto16E
Spain;2020-01-15;#lacasadelfútbol
Spain;2020-01-15;#LaNoche24h
Spain;2020-01-15;#PS2020
Spain;2020-01-15;#SolucionOkupas
Spain;2020-01-15;#TeAlquilo15E
Spain;2020-01-15;#VenACenar15E
Spain;2020-01-15;#MiercolesRepub1Censurado
Spain;2020-01-15;#EscalaSur9
Spain;2020-01-15;#TdelDescuento15E
Spain;2020-01-15;#ElCascabel15E
Spain;2020-01-15;#IIIRepúblicaPronto
Spain;2020-01-15;#DakarRTVE15EN
Spain;2020-01-15;#AlaskaEH
Spain;2020-01-15;#FirstDates15E
Spain;2020-01-15;Chuli
Spain;2020-01-15;elady
Spain;2020-01-15;defne
Spain;2020-01-15;Juan Mata
Spain;2020-01-15;Alba González
Spain;2020-01-15;Las Tablas
Spain;2020-01-15;Schalke
Spain;2020-01-15;Jara
Spain;2020-01-15;Braithwaite
Spain;2020-01-15;El Poder Judicial
Spain;2020-01-15;Yeclano
Spain;2020-01-15;dybala
Spain;2020-01-15;Iraola
Spain;2020-01-15;Lega
Spain;2020-01-15;Donde Cristo
Spain;2020-01-15;Piatek
Spain;2020-01-15;Pavement
Spain;2020-01-15;En Nesiry
Spain;2020-01-15;Apocalypse Now
Spain;2020-01-15;Merquelanz
Spain;2020-01-15;CGPJ
Spain;2020-01-15;Primavera
Spain;2020-01-15;Mirandés
Spain;2020-01-15;#CallejaBarneda
Spain;2020-01-15;En-Nesyri
Spain;2020-01-15;#ElPueblo
Spain;2020-01-15;#Néboa1
Spain;2020-01-15;#autenticos1
Spain;2020-01-15;#NoAlPinParental
Spain;2020-01-15;Barcelona
Spain;2020-01-15;Bilbao
Spain;2020-01-15;Las Palmas
Spain;2020-01-15;Madrid
Spain;2020-01-15;Malaga
Spain;2020-01-15;Murcia
Spain;2020-01-15;Palma
Spain;2020-01-15;Seville
Spain;2020-01-15;Valencia
Spain;2020-01-15;Zaragoza
Spain;2020-01-16;#thankyoutaehyung
Spain;2020-01-16;#otakusdelmar
Spain;2020-01-16;#memeOT
Spain;2020-01-16;#poderjudicialarv
Spain;2020-01-16;#SF91STWIN
Spain;2020-01-16;#SeduceSomeoneInFourWords
Spain;2020-01-16;#IreneMonteroARV
Spain;2020-01-16;#NintendoDirect
Spain;2020-01-16;#zapeando1535
Spain;2020-01-16;#todoesmentira16e
Spain;2020-01-16;#종대야_여기_있을게
Spain;2020-01-16;#HispanosRTVE16E
Spain;2020-01-16;#DragonBallEpico
Spain;2020-01-16;#confirmacionesviñarock
Spain;2020-01-16;Malabo
Spain;2020-01-16;Morgan Stanley
Spain;2020-01-16;Sothis
Spain;2020-01-16;Metro Redux
Spain;2020-01-16;Rabbids
Spain;2020-01-16;Terry
Spain;2020-01-16;Lucina
Spain;2020-01-16;Puro Latino
Spain;2020-01-16;Arsenio
Spain;2020-01-16;Gameiro
Spain;2020-01-16;Rayman
Spain;2020-01-16;El CIS
Spain;2020-01-16;Ana Orantes
Spain;2020-01-16;Tezanos
Spain;2020-01-16;Jaime Botín
Spain;2020-01-16;Fincher
Spain;2020-01-16;John Cena
Spain;2020-01-16;Waluigi
Spain;2020-01-16;Mobile World Congress
Spain;2020-01-16;Fighter Pass
Spain;2020-01-16;Edelgard
Spain;2020-01-16;Marth
Spain;2020-01-16;Sora
Spain;2020-01-16;mindhunter
Spain;2020-01-16;Cuphead
Spain;2020-01-16;Dante
Spain;2020-01-16;Three Houses
Spain;2020-01-16;#TdelDescuento16E
Spain;2020-01-16;#KAPPASPORT
Spain;2020-01-16;#DIAINTERNACIONALDELACROQUETA
Spain;2020-01-16;Sakurai
Spain;2020-01-16;#BadBoysForHawkers
Spain;2020-01-16;#OTDirecto16E
Spain;2020-01-16;Byleth
Spain;2020-01-16;Smash
Spain;2020-01-16;Fire Emblem
Spain;2020-01-16;Barcelona
Spain;2020-01-16;Bilbao
Spain;2020-01-16;Las Palmas
Spain;2020-01-16;Madrid
Spain;2020-01-16;Malaga
Spain;2020-01-16;Murcia
Spain;2020-01-16;Palma
Spain;2020-01-16;Seville
Spain;2020-01-16;Valencia
Spain;2020-01-16;Zaragoza
Spain;2020-01-17;#TodoEsMentira17E
Spain;2020-01-17;#SonicMovie
Spain;2020-01-17;#BorrascaGloria
Spain;2020-01-17;#PINAbascal
Spain;2020-01-17;#TCMS2
Spain;2020-01-17;#honor20pro
Spain;2020-01-17;#CYNA2020
Spain;2020-01-17;#DragonBallKakarot
Spain;2020-01-17;#흑조챌린지
Spain;2020-01-17;#tedxbarcelona
Spain;2020-01-17;#LeganesGetafe
Spain;2020-01-17;#hispanosrtve17e
Spain;2020-01-17;#MSDgrowth20
Spain;2020-01-17;#CensuraEducativa
Spain;2020-01-17;#PokemonEXFolagorIG
Spain;2020-01-17;#ConoceAMedellin
Spain;2020-01-17;#MVTPinCensura
Spain;2020-01-17;#faithinchen
Spain;2020-01-17;Peton
Spain;2020-01-17;Padres
Spain;2020-01-17;Bale y James
Spain;2020-01-17;Medellín
Spain;2020-01-17;Cubone
Spain;2020-01-17;Mike James
Spain;2020-01-17;Derechos del Niño
Spain;2020-01-17;Carmelo del Pozo
Spain;2020-01-17;Celáa
Spain;2020-01-17;Eva y Nick
Spain;2020-01-17;Smartme
Spain;2020-01-17;Código Civil
Spain;2020-01-17;Ministra de Educación
Spain;2020-01-17;Pertenecen
Spain;2020-01-17;Litwick
Spain;2020-01-17;Registro Civil
Spain;2020-01-17;Otis
Spain;2020-01-17;Soporte
Spain;2020-01-17;155 a Murcia
Spain;2020-01-17;carlos valverde
Spain;2020-01-17;Gengar
Spain;2020-01-17;Arturo Valls
Spain;2020-01-17;Khalil Gibran
Spain;2020-01-17;Vistalegre III
Spain;2020-01-17;#MCF101tv
Spain;2020-01-17;Raúl Bravo
Spain;2020-01-17;#senyanımdayken
Spain;2020-01-17;Celaá
Spain;2020-01-17;Toni Cantó
Spain;2020-01-17;#TdelDescuento17E
Spain;2020-01-17;#PINParental
Spain;2020-01-17;#OTDirecto17E
Spain;2020-01-17;Barcelona
Spain;2020-01-17;Bilbao
Spain;2020-01-17;Las Palmas
Spain;2020-01-17;Madrid
Spain;2020-01-17;Malaga
Spain;2020-01-17;Murcia
Spain;2020-01-17;Palma
Spain;2020-01-17;Seville
Spain;2020-01-17;Valencia
Spain;2020-01-17;Zaragoza
Spain;2020-01-18;#selfieinterista
Spain;2020-01-18;#RMLiga
Spain;2020-01-18;#QuieroMiriendarYA
Spain;2020-01-18;#numanciasporting
Spain;2020-01-18;#VivaLaVida263
Spain;2020-01-18;#MinistroBildu
Spain;2020-01-18;#OsasunaRealValladolid
Spain;2020-01-18;Beirut
Spain;2020-01-18;Son Moix
Spain;2020-01-18;300 RTs
Spain;2020-01-18;Olabe
Spain;2020-01-18;El City
Spain;2020-01-18;Javi Fuego
Spain;2020-01-18;Hat-Trick
Spain;2020-01-18;Eres Flavio
Spain;2020-01-18;Con VAR
Spain;2020-01-18;Koundé
Spain;2020-01-18;Mudo
Spain;2020-01-18;Cristóbal Soria
Spain;2020-01-18;Alcaraz
Spain;2020-01-18;vaclik
Spain;2020-01-18;Medina Cantalejo
Spain;2020-01-18;Bloqueo
Spain;2020-01-18;Reguilon
Spain;2020-01-18;Carlos Henrique
Spain;2020-01-18;Martínez Munuera
Spain;2020-01-18;ROBO
Spain;2020-01-18;#PinNeandertal
Spain;2020-01-18;#OnceSeguro
Spain;2020-01-18;#COAC2020J1
Spain;2020-01-18;#TdelDescuento18E
Spain;2020-01-18;Valdano
Spain;2020-01-18;#HispanosRTVE18E
Spain;2020-01-18;Haaland
Spain;2020-01-18;Bernabéu
Spain;2020-01-18;Monchi
Spain;2020-01-18;Jovic
Spain;2020-01-18;Lucas Vázquez
Spain;2020-01-18;De Jong
Spain;2020-01-18;Militao
Spain;2020-01-18;Sevilla
Spain;2020-01-18;#SexEducation
Spain;2020-01-18;#BlackSwan
Spain;2020-01-18;#TCMS2
Spain;2020-01-18;#TentacionesDBT1
Spain;2020-01-18;#LasAventurasDelDoctorDolittle
Spain;2020-01-18;#CYNA2020
Spain;2020-01-18;#BuhoComoTu18E
Spain;2020-01-18;#protagonistasdelcambio
Spain;2020-01-18;#Gloria
Spain;2020-01-18;Barcelona
Spain;2020-01-18;Bilbao
Spain;2020-01-18;Las Palmas
Spain;2020-01-18;Madrid
Spain;2020-01-18;Malaga
Spain;2020-01-18;Murcia
Spain;2020-01-18;Palma
Spain;2020-01-18;Seville
Spain;2020-01-18;Valencia
Spain;2020-01-18;Zaragoza
Spain;2020-01-19;#OrangeCrownLeague1
Spain;2020-01-19;#TabúRemix
Spain;2020-01-19;#LiarlaPardo67
Spain;2020-01-19;#NBASundays
Spain;2020-01-19;#COAC2020J2
Spain;2020-01-19;#PremisGaudí
Spain;2020-01-19;#VivaLaVida264
Spain;2020-01-19;#AdaraNoEstasSola
Spain;2020-01-19;#frac1
Spain;2020-01-19;#TenerifeGirona
Spain;2020-01-19;#ThisIsÉxtasis
Spain;2020-01-19;#ChiefsKingdom
Spain;2020-01-19;#NFLPlayoffs
Spain;2020-01-19;#HercaiNova19Ene
Spain;2020-01-19;#imprescindibles
Spain;2020-01-19;#FirstDates19E
Spain;2020-01-19;Carlos Fernández
Spain;2020-01-19;Darwin Núñez
Spain;2020-01-19;Cruyffismo
Spain;2020-01-19;El Liverpool
Spain;2020-01-19;Juan Muñoz
Spain;2020-01-19;Santi Mina
Spain;2020-01-19;Fernando Vázquez
Spain;2020-01-19;United
Spain;2020-01-19;De Jong y Arthur
Spain;2020-01-19;Merecida
Spain;2020-01-19;Gonalons
Spain;2020-01-19;Los Titans
Spain;2020-01-19;Rafinha
Spain;2020-01-19;Raúl García
Spain;2020-01-19;Gol de Messi
Spain;2020-01-19;Baskonia
Spain;2020-01-19;Umtiti
Spain;2020-01-19;Contra 10
Spain;2020-01-19;Celta
Spain;2020-01-19;Rui Costa
Spain;2020-01-19;Sergi Roberto
Spain;2020-01-19;Mahomes
Spain;2020-01-19;#RespetoParaHugo
Spain;2020-01-19;Ansu Fati
Spain;2020-01-19;#TdelDescuento19E
Spain;2020-01-19;Germán
Spain;2020-01-19;Vidal
Spain;2020-01-19;Rakitic
Spain;2020-01-19;Riqui Puig
Spain;2020-01-19;COSAS QUE NUNCA DIJIMOS
Spain;2020-01-19;#ObjetivoMinistroGarzón
Spain;2020-01-19;#OTDirecto19E
Spain;2020-01-19;Granada
Spain;2020-01-19;#OTGala1
Spain;2020-01-19;Barcelona
Spain;2020-01-19;Bilbao
Spain;2020-01-19;Las Palmas
Spain;2020-01-19;Madrid
Spain;2020-01-19;Malaga
Spain;2020-01-19;Murcia
Spain;2020-01-19;Palma
Spain;2020-01-19;Seville
Spain;2020-01-19;Valencia
Spain;2020-01-19;Zaragoza
Spain;2020-01-20;#MartinLutherKingDay
Spain;2020-01-20;#EBCBCN
Spain;2020-01-20;#LunesDeOjos
Spain;2020-01-20;#LosNiñosdelMar
Spain;2020-01-20;#Malibu
Spain;2020-01-20;#golazo
Spain;2020-01-20;#BorrascaGlòria
Spain;2020-01-20;#HotusaExplora
Spain;2020-01-20;#VanesaMartinPremiosOdeon
Spain;2020-01-20;#COAC2020P1
Spain;2020-01-20;#FelicidadEresma
Spain;2020-01-20;#UnlockYourGame
Spain;2020-01-20;#Temporal
Spain;2020-01-20;#TodoEsMentira20E
Spain;2020-01-20;#vetoparentalarv
Spain;2020-01-20;#ELIminada
Spain;2020-01-20;#CineVIPHolea
Spain;2020-01-20;#TdelDescuento20E
Spain;2020-01-20;Una MILF
Spain;2020-01-20;20-s
Spain;2020-01-20;struff
Spain;2020-01-20;esta nevando
Spain;2020-01-20;Giants
Spain;2020-01-20;el sindicato de estudiantes
Spain;2020-01-20;Roberto Jiménez
Spain;2020-01-20;Chihiro
Spain;2020-01-20;Simancas
Spain;2020-01-20;Brad
Spain;2020-01-20;totoro
Spain;2020-01-20;Siri
Spain;2020-01-20;césar sánchez
Spain;2020-01-20;Gfriend
Spain;2020-01-20;Marcos Ana
Spain;2020-01-20;Stan Lee
Spain;2020-01-20;Cefalonia
Spain;2020-01-20;Pérez Royo
Spain;2020-01-20;David Lynch
Spain;2020-01-20;Studio Ghibli
Spain;2020-01-20;Pobre Nick
Spain;2020-01-20;Club Express Onboard
Spain;2020-01-20;Maialen y Anne
Spain;2020-01-20;Medalla
Spain;2020-01-20;El FMI
Spain;2020-01-20;Chelo
Spain;2020-01-20;Victoria Rosell
Spain;2020-01-20;#broncOT
Spain;2020-01-20;#PinParenteral
Spain;2020-01-20;#DragonBallConCarrefour
Spain;2020-01-20;#BlueMonday
Spain;2020-01-20;#OTDirecto20E
Spain;2020-01-20;Barcelona
Spain;2020-01-20;Bilbao
Spain;2020-01-20;Las Palmas
Spain;2020-01-20;Madrid
Spain;2020-01-20;Malaga
Spain;2020-01-20;Murcia
Spain;2020-01-20;Palma
Spain;2020-01-20;Seville
Spain;2020-01-20;Valencia
Spain;2020-01-20;Zaragoza
Spain;2020-01-21;#UniversoBlas
Spain;2020-01-21;#TodoEsMentira21E
Spain;2020-01-21;#ATSD
Spain;2020-01-21;#destronaos
Spain;2020-01-21;#LAGalaxy
Spain;2020-01-21;#YoigoArena
Spain;2020-01-21;#TeAlquilo21E
Spain;2020-01-21;#SevillaFCLevante
Spain;2020-01-21;#HispanosRTVE21E
Spain;2020-01-21;#AtinySelcaDay
Spain;2020-01-21;#SKAMespana
Spain;2020-01-21;#yoveosalvame
Spain;2020-01-21;#emergenciaclimatica
Spain;2020-01-21;#ELIMINACIONDISCIPLINARIAELI
Spain;2020-01-21;#RecreOsasuna
Spain;2020-01-21;Jinx
Spain;2020-01-21;Kameni
Spain;2020-01-21;recreativo de huelva
Spain;2020-01-21;Luz Belinda Rodríguez
Spain;2020-01-21;Rosina
Spain;2020-01-21;Noemí a Eli
Spain;2020-01-21;Norandro
Spain;2020-01-21;Delta
Spain;2020-01-21;Raquel Bollo
Spain;2020-01-21;Josep Bou
Spain;2020-01-21;Diego Caballo
Spain;2020-01-21;Captain Tsubasa
Spain;2020-01-21;willy ledesma
Spain;2020-01-21;Amundi
Spain;2020-01-21;SBMM
Spain;2020-01-21;Miguel Ángel Rodríguez
Spain;2020-01-21;Oliver y Benji
Spain;2020-01-21;Snow
Spain;2020-01-21;Wuhan
Spain;2020-01-21;morcillo
Spain;2020-01-21;Andy
Spain;2020-01-21;Mi Crush
Spain;2020-01-21;Gustavo
Spain;2020-01-21;Código Penal
Spain;2020-01-21;Kagawa
Spain;2020-01-21;La Romareda
Spain;2020-01-21;Roncaglia
Spain;2020-01-21;#realmeBlueStyle
Spain;2020-01-21;#BTSTOUR2020
Spain;2020-01-21;#DiaInternacionalDelAbrazo
Spain;2020-01-21;Temtem
Spain;2020-01-21;Mateu Lahoz
Spain;2020-01-21;Rodrigo
Spain;2020-01-21;#COAC2020P2
Spain;2020-01-21;#OTDirecto21E
Spain;2020-01-21;Barcelona
Spain;2020-01-21;Bilbao
Spain;2020-01-21;Las Palmas
Spain;2020-01-21;Madrid
Spain;2020-01-21;Malaga
Spain;2020-01-21;Murcia
Spain;2020-01-21;Palma
Spain;2020-01-21;Seville
Spain;2020-01-21;Valencia
Spain;2020-01-21;Zaragoza
Spain;2020-01-22;#onceseguro
Spain;2020-01-22;#BadalonaGranada
Spain;2020-01-22;#elfrancésnosetoca
Spain;2020-01-22;#ElCascabel22E
Spain;2020-01-22;#TeAlquilo22E
Spain;2020-01-22;#elmundoesnuestro
Spain;2020-01-22;#ahorabarba
Spain;2020-01-22;#TenerifeRealValladolid
Spain;2020-01-22;#SolucionPinParental
Spain;2020-01-22;#DesahuciarAlBorbón
Spain;2020-01-22;#FelipeVIByeBye
Spain;2020-01-22;#AnaPastoreh
Spain;2020-01-22;#CallejaMorancos
Spain;2020-01-22;#TdelDescuento22E
Spain;2020-01-22;#ElPueblo2
Spain;2020-01-22;#Néboa2
Spain;2020-01-22;#autenticos2
Spain;2020-01-22;mangala
Spain;2020-01-22;Munuera Montero
Spain;2020-01-22;old trafford
Spain;2020-01-22;Carlos Sobera
Spain;2020-01-22;Ayamonte
Spain;2020-01-22;Maxi Gómez
Spain;2020-01-22;Barrenetxea
Spain;2020-01-22;Masip
Spain;2020-01-22;Ceballos
Spain;2020-01-22;Carlos Fernández
Spain;2020-01-22;Zaire
Spain;2020-01-22;isak
Spain;2020-01-22;Heliodoro
Spain;2020-01-22;Ferreyra
Spain;2020-01-22;Waldo
Spain;2020-01-22;Logroñés
Spain;2020-01-22;Sandro
Spain;2020-01-22;Burnley
Spain;2020-01-22;Areola
Spain;2020-01-22;Correia
Spain;2020-01-22;Vinicius y Jovic
Spain;2020-01-22;Álvaro Romero
Spain;2020-01-22;SMI a 950
Spain;2020-01-22;Herrerin
Spain;2020-01-22;Bale
Spain;2020-01-22;#OTDirecto23E
Spain;2020-01-22;Elche
Spain;2020-01-22;#elconquis1
Spain;2020-01-22;#TwitterResponde
Spain;2020-01-22;Ibiza
Spain;2020-01-22;Brahim
Spain;2020-01-22;#COAC2020P3
Spain;2020-01-22;#Millonario
Spain;2020-01-22;Barcelona
Spain;2020-01-22;Bilbao
Spain;2020-01-22;Las Palmas
Spain;2020-01-22;Madrid
Spain;2020-01-22;Malaga
Spain;2020-01-22;Murcia
Spain;2020-01-22;Palma
Spain;2020-01-22;Seville
Spain;2020-01-22;Valencia
Spain;2020-01-22;Zaragoza
Spain;2020-01-23;#osasunalevante
Spain;2020-01-23;#OTChat2
Spain;2020-01-23;#RayoRealBetis
Spain;2020-01-23;#ElClasicoDelFutFem
Spain;2020-01-23;#CoronavirusOutbreak
Spain;2020-01-23;#EbroLeganés
Spain;2020-01-23;#KAKAROTQUIZ
Spain;2020-01-23;#totesmoutv3
Spain;2020-01-23;#LegendsOfRuneterra
Spain;2020-01-23;#MirandesCelta
Spain;2020-01-23;#AmarEsParaSiempre
Spain;2020-01-23;#DragRace
Spain;2020-01-23;#SAG10
Spain;2020-01-23;#CapitalVsVida
Spain;2020-01-23;#CMDayJaen
Spain;2020-01-23;#superligaorangelol1
Spain;2020-01-23;#VenACenar23E
Spain;2020-01-23;#FamilyDays
Spain;2020-01-23;#ThankYouJimin
Spain;2020-01-23;#TdelDescuento23E
Spain;2020-01-23;#Gobierno950SMI
Spain;2020-01-23;KAKAROT QUIZ CHALLENGE
Spain;2020-01-23;Gonzalo Villar
Spain;2020-01-23;Llamazares
Spain;2020-01-23;Fontajau
Spain;2020-01-23;Ozelot
Spain;2020-01-23;ARMY SUPPORTS SEVEN
Spain;2020-01-23;luxemburgo
Spain;2020-01-23;Combat 18
Spain;2020-01-23;La Rata
Spain;2020-01-23;Cabacés
Spain;2020-01-23;Rosi
Spain;2020-01-23;Ismael Serrano
Spain;2020-01-23;Cyndaquil
Spain;2020-01-23;Hugo Vallejo
Spain;2020-01-23;Madrid y Madrid
Spain;2020-01-23;la jec
Spain;2020-01-23;Chikorita
Spain;2020-01-23;Delcy Rodríguez
Spain;2020-01-23;Totodile
Spain;2020-01-23;Eduardo Garzón
Spain;2020-01-23;ROSALÍA - Juro Que
Spain;2020-01-23;Sánchez con 500
Spain;2020-01-23;#AñoChinoWorten
Spain;2020-01-23;Deliveroo
Spain;2020-01-23;Mis Abuelos
Spain;2020-01-23;#COAC2020P4
Spain;2020-01-23;#LaIslaDeLasTentaciones5
Spain;2020-01-23;#juroque
Spain;2020-01-23;#OTDirecto23E
Spain;2020-01-23;Barcelona
Spain;2020-01-23;Bilbao
Spain;2020-01-23;Las Palmas
Spain;2020-01-23;Madrid
Spain;2020-01-23;Malaga
Spain;2020-01-23;Murcia
Spain;2020-01-23;Palma
Spain;2020-01-23;Seville
Spain;2020-01-23;Valencia
Spain;2020-01-23;Zaragoza
Spain;2020-01-24;#coronarovirus
Spain;2020-01-24;#MeVoyALankhmar
Spain;2020-01-24;#LECPRIMAVERA1
Spain;2020-01-24;#OGWIN
Spain;2020-01-24;#OTDirecto25E
Spain;2020-01-24;#gözlerimdekisen
Spain;2020-01-24;#NBAParis
Spain;2020-01-24;#PremiosIATI
Spain;2020-01-24;#dollypartonchallenge
Spain;2020-01-24;#SelectaVisionDirect
Spain;2020-01-24;#MientrasDureLaGuerra
Spain;2020-01-24;#BringBenSoloBack
Spain;2020-01-24;#3TourBarcelona
Spain;2020-01-24;#TuCaraMeSuena
Spain;2020-01-24;#QuimeraTourBilbao
Spain;2020-01-24;#l6cLaMalaEducación
Spain;2020-01-24;#TeAlquilo24E
Spain;2020-01-24;#OsasunaLevante
Spain;2020-01-24;#FirstDates24E
Spain;2020-01-24;#CadizRacing
Spain;2020-01-24;#HISPANOSRTVE24E
Spain;2020-01-24;#TeQueremosCholo
Spain;2020-01-24;#JuanCarlosElMesias
Spain;2020-01-24;Enzo
Spain;2020-01-24;pombo
Spain;2020-01-24;Carles Perez
Spain;2020-01-24;Santander o de Aragón
Spain;2020-01-24;Last Evolution Kizuna
Spain;2020-01-24;Chayanne
Spain;2020-01-24;alex dujshebaev
Spain;2020-01-24;Lapro
Spain;2020-01-24;Aguilera
Spain;2020-01-24;Fnatic
Spain;2020-01-24;El Sadar
Spain;2020-01-24;Eva Soriano
Spain;2020-01-24;Promare
Spain;2020-01-24;Llull
Spain;2020-01-24;Dalsy
Spain;2020-01-24;Croacia
Spain;2020-01-24;Eslovenia
Spain;2020-01-24;Rocío Madrid
Spain;2020-01-24;Campaña
Spain;2020-01-24;Grease
Spain;2020-01-24;Haaland
Spain;2020-01-24;Larkin
Spain;2020-01-24;#TentacionesDBT2
Spain;2020-01-24;#COAC2020P5
Spain;2020-01-24;#MCJunior
Spain;2020-01-24;#MiCasaFederico
Spain;2020-01-24;#TCMS3
Spain;2020-01-24;Barcelona
Spain;2020-01-24;Bilbao
Spain;2020-01-24;Las Palmas
Spain;2020-01-24;Madrid
